customer_id,recency,frequency,monetary,rfm_score,customer_segment
12986,428,10,2729.84,154,Loyal Customers
13211,10,10,2729.32,554,Loyal Customers
12739,78,4,2726.73,344,Loyal Customers
16190,40,8,2723.55,444,Loyal Customers
15985,123,7,2715.28,344,Loyal Customers
16232,43,7,2712.97,444,Loyal Customers
16359,7,16,2697.75,554,Loyal Customers
18173,86,5,2696.36,344,Loyal Customers
12725,371,4,2694.56,244,Loyal Customers
17388,77,11,2691.57,354,Loyal Customers
12820,3,11,2689.52,554,Loyal Customers
15910,0,15,2681.8,554,Loyal Customers
14496,311,7,2668.23,244,Loyal Customers
16369,18,7,2664.81,544,Loyal Customers
13473,60,8,2657.76,344,Loyal Customers
15671,18,7,2657.13,544,Loyal Customers
15157,3,5,2654.11,544,Loyal Customers
14756,15,3,2653.76,534,Regular
14410,92,11,2651.14,354,Loyal Customers
17744,3,7,2649.14,544,Loyal Customers
12516,77,4,2648.62,344,Loyal Customers
13203,9,10,2648.25,554,Loyal Customers
16618,31,5,2647.59,444,Loyal Customers
13117,21,18,2643.81,454,Loyal Customers
13819,301,6,2642.35,244,Loyal Customers
13173,4,11,2639.35,554,Loyal Customers
15814,16,6,2634.44,544,Loyal Customers
12520,79,5,2634.26,344,Loyal Customers
16276,176,3,2629.3900000000003,334,Regular
14548,150,9,2627.49,354,Loyal Customers
13422,64,1,2626.3,324,Regular
13644,16,4,2624.26,544,Loyal Customers
12671,606,1,2622.481,124,Regular
12423,0,10,2622.39,554,Loyal Customers
14573,179,13,2621.42,354,Loyal Customers
15142,46,6,2619.92,444,Loyal Customers
14262,8,8,2618.23,544,Loyal Customers
17043,32,8,2616.55,444,Loyal Customers
14195,201,6,2615.6,244,Loyal Customers
15426,19,9,2615.39,554,Loyal Customers
14431,302,4,2614.2,244,Loyal Customers
13700,26,13,2613.46,454,Loyal Customers
14397,2,19,2612.96,554,Loyal Customers
14564,434,2,2605.62,134,Regular
16206,54,13,2602.32,454,Loyal Customers
17787,152,4,2601.4700000000003,344,Loyal Customers
17317,46,3,2600.34,434,Regular
15826,56,4,2598.28,444,Loyal Customers
12412,74,6,2596.93,344,Loyal Customers
14163,87,5,2594.62,344,Loyal Customers
14229,51,7,2594.04,444,Loyal Customers
14129,1,9,2591.34,554,Loyal Customers
14147,78,9,2590.2,354,Loyal Customers
15033,4,10,2586.67,554,Loyal Customers
15062,71,8,2585.62,344,Loyal Customers
17897,172,9,2585.0,354,Loyal Customers
12592,92,5,2582.66,344,Loyal Customers
13151,295,3,2580.7400000000002,234,Regular
16244,211,2,2579.38,234,Regular
16499,360,8,2578.34,244,Loyal Customers
16115,9,12,2575.14,554,Loyal Customers
17095,22,7,2572.25,444,Loyal Customers
14745,112,12,2571.81,354,Loyal Customers
17002,85,7,2571.55,344,Loyal Customers
13652,45,5,2570.85,444,Loyal Customers
15434,8,11,2567.06,554,Loyal Customers
13623,30,10,2566.49,454,Loyal Customers
15747,12,9,2562.61,554,Loyal Customers
13192,95,6,2558.58,344,Loyal Customers
17463,16,7,2557.91,544,Loyal Customers
16036,87,4,2556.84,344,Loyal Customers
13862,18,9,2556.09,554,Loyal Customers
15906,19,10,2555.64,554,Loyal Customers
17550,197,9,2547.64,254,Loyal Customers
18179,9,8,2547.55,544,Loyal Customers
13344,67,3,2543.72,334,Regular
17465,425,7,2542.79,144,Loyal Customers
14810,40,13,2537.02,454,Loyal Customers
16987,3,11,2535.9,554,Loyal Customers
16016,3,11,2533.94,554,Loyal Customers
13471,1,4,2531.58,544,Loyal Customers
16889,194,6,2530.9,244,Loyal Customers
14659,8,9,2529.93,554,Loyal Customers
14790,16,10,2526.62,554,Loyal Customers
17101,10,7,2507.05,544,Loyal Customers
15860,40,17,2505.21,454,Loyal Customers
12517,28,5,2502.84,444,Loyal Customers
12978,385,5,2502.82,244,Loyal Customers
16202,360,9,2501.9900000000002,254,Loyal Customers
17288,9,11,2499.98,554,Loyal Customers
14541,58,14,2499.68,454,Loyal Customers
17594,85,4,2497.88,344,Loyal Customers
15932,4,8,2495.87,544,Loyal Customers
13414,133,6,2494.14,344,Loyal Customers
16795,365,3,2492.39,234,Regular
15227,36,9,2488.4900000000002,454,Loyal Customers
15117,14,8,2485.9700000000003,544,Loyal Customers
14449,18,8,2482.8,544,Loyal Customers
16520,186,6,2482.62,344,Loyal Customers
13507,3,4,2479.16,544,Loyal Customers
13588,15,9,2478.95,554,Loyal Customers
17348,14,9,2476.41,554,Loyal Customers
13134,85,6,2475.23,344,Loyal Customers
14256,260,5,2473.9900000000002,244,Loyal Customers
13878,54,4,2473.06,444,Loyal Customers
13762,218,5,2472.48,244,Loyal Customers
14502,19,11,2470.67,554,Loyal Customers
17732,372,8,2470.39,244,Loyal Customers
12924,88,12,2469.4,354,Loyal Customers
14421,57,6,2469.37,444,Loyal Customers
17164,32,7,2467.35,444,Loyal Customers
15221,366,4,2465.45,244,Loyal Customers
17131,5,5,2463.17,544,Loyal Customers
16470,51,11,2458.6,454,Loyal Customers
17629,5,10,2455.52,554,Loyal Customers
17894,71,18,2453.38,354,Loyal Customers
12701,79,6,2446.41,344,Loyal Customers
13338,157,4,2445.62,344,Loyal Customers
18171,58,9,2437.31,454,Loyal Customers
15623,141,8,2437.05,344,Loyal Customers
16005,12,10,2436.22,554,Loyal Customers
17505,161,5,2435.48,344,Loyal Customers
13085,157,8,2433.28,344,Loyal Customers
13094,21,13,2433.1200000000003,454,Loyal Customers
16638,22,15,2430.53,454,Loyal Customers
15077,494,2,2428.08,134,Regular
13949,2,6,2427.32,544,Loyal Customers
17004,46,4,2425.16,444,Loyal Customers
12733,234,4,2424.87,244,Loyal Customers
17921,64,10,2423.5,354,Loyal Customers
15658,190,8,2423.4700000000003,244,Loyal Customers
15215,46,7,2422.43,444,Loyal Customers
15089,10,6,2420.84,544,Loyal Customers
15489,22,8,2419.61,444,Loyal Customers
16040,65,7,2416.9,344,Loyal Customers
12802,186,7,2416.42,344,Loyal Customers
13118,19,9,2415.41,554,Loyal Customers
14205,16,9,2414.2,554,Loyal Customers
12397,35,2,2409.9,434,Regular
16833,1,6,2409.04,544,Loyal Customers
17671,15,5,2403.34,544,Loyal Customers
15341,80,2,2402.72,334,Regular
15793,14,8,2399.57,544,Loyal Customers
12393,72,6,2399.4500000000003,344,Loyal Customers
14414,91,8,2399.33,344,Loyal Customers
16147,133,5,2398.91,344,Loyal Customers
16883,187,19,2396.59,354,Loyal Customers
16812,360,4,2392.0,244,Loyal Customers
15366,75,7,2389.08,344,Loyal Customers
17827,5,6,2388.05,544,Loyal Customers
14443,53,5,2386.4700000000003,444,Loyal Customers
16105,248,5,2386.19,244,Loyal Customers
17623,32,7,2383.67,444,Loyal Customers
17905,71,13,2383.52,354,Loyal Customers
16065,365,8,2382.62,244,Loyal Customers
14554,10,4,2381.04,544,Loyal Customers
17434,2,7,2373.82,544,Loyal Customers
17969,166,20,2369.94,354,Loyal Customers
13908,79,4,2369.55,344,Loyal Customers
15015,501,13,2365.02,154,Loyal Customers
14295,40,5,2362.91,444,Loyal Customers
17634,36,9,2361.9700000000003,454,Loyal Customers
16676,33,6,2361.9,444,Loyal Customers
13614,24,6,2359.19,444,Loyal Customers
16083,100,4,2351.42,344,Loyal Customers
15549,77,8,2345.96,344,Loyal Customers
16085,23,12,2343.53,454,Loyal Customers
12704,7,8,2340.84,544,Loyal Customers
17282,130,5,2339.66,344,Loyal Customers
12584,3,9,2338.15,554,Loyal Customers
16496,8,6,2330.77,544,Loyal Customers
17313,31,1,2328.84,424,Regular
13280,122,7,2322.63,344,Loyal Customers
17113,574,6,2322.59,144,Loyal Customers
14938,562,2,2322.43,134,Regular
13091,28,3,2321.82,434,Regular
13055,78,4,2321.11,344,Loyal Customers
16628,29,7,2318.1,444,Loyal Customers
12724,5,7,2317.52,544,Loyal Customers
12948,16,9,2317.43,554,Loyal Customers
14346,120,5,2315.75,344,Loyal Customers
14555,57,6,2315.63,444,Loyal Customers
17994,121,11,2313.32,354,Loyal Customers
13994,3,6,2313.14,544,Loyal Customers
14481,164,5,2311.4900000000002,344,Loyal Customers
17193,35,9,2310.04,454,Loyal Customers
13704,5,9,2308.06,554,Loyal Customers
15946,502,3,2304.18,134,Regular
13059,249,10,2303.17,254,Loyal Customers
18095,312,5,2303.09,244,Loyal Customers
17324,17,12,2301.87,554,Loyal Customers
16077,625,1,2300.4,124,Regular
16531,22,11,2298.33,454,Loyal Customers
13371,505,2,2297.66,134,Regular
12599,29,13,2296.72,454,Loyal Customers
16485,77,5,2294.68,344,Loyal Customers
12649,107,8,2294.65,344,Loyal Customers
14901,11,12,2289.65,554,Loyal Customers
17047,85,6,2289.23,344,Loyal Customers
17018,40,6,2287.7,444,Loyal Customers
12684,7,7,2283.63,544,Loyal Customers
18051,634,7,2282.28,144,Loyal Customers
13655,114,6,2280.51,344,Loyal Customers
14462,66,12,2270.01,354,Loyal Customers
13748,95,9,2268.35,354,Loyal Customers
15638,378,6,2265.2,244,Loyal Customers
16042,22,8,2265.12,444,Loyal Customers
15734,114,4,2263.3,344,Loyal Customers
16823,227,7,2260.09,244,Loyal Customers
13814,92,3,2257.32,334,Regular
17180,56,11,2256.98,454,Loyal Customers
14432,9,6,2255.51,544,Loyal Customers
16350,21,9,2253.89,454,Loyal Customers
13662,85,11,2250.11,354,Loyal Customers
17414,43,6,2249.52,444,Loyal Customers
15865,40,5,2248.92,444,Loyal Customers
14644,67,7,2247.72,344,Loyal Customers
18215,89,5,2247.4900000000002,344,Loyal Customers
16177,50,8,2247.31,444,Loyal Customers
12868,185,8,2247.06,344,Loyal Customers
16174,126,7,2246.75,344,Loyal Customers
13627,59,7,2245.9,344,Loyal Customers
13407,578,3,2244.7,134,Regular
17075,17,10,2241.73,554,Loyal Customers
15629,450,4,2240.9,144,Loyal Customers
16551,95,7,2237.12,344,Loyal Customers
16108,84,4,2235.92,344,Loyal Customers
16221,36,9,2235.51,454,Loyal Customers
16076,3,10,2234.73,554,Loyal Customers
14177,86,13,2229.34,354,Loyal Customers
17460,94,16,2228.27,354,Loyal Customers
14472,103,9,2228.22,354,Loyal Customers
13320,78,6,2228.1,344,Loyal Customers
12783,2,6,2225.91,544,Loyal Customers
13365,33,2,2225.37,434,Regular
14467,17,12,2220.9900000000002,554,Loyal Customers
15550,4,12,2218.8,554,Loyal Customers
14321,10,7,2218.06,544,Loyal Customers
18177,31,9,2216.87,454,Loyal Customers
17648,60,5,2216.37,344,Loyal Customers
13478,469,5,2215.78,144,Loyal Customers
14708,2,5,2212.28,544,Loyal Customers
15476,380,4,2209.98,244,Loyal Customers
14834,17,7,2206.16,544,Loyal Customers
13410,24,9,2201.96,454,Loyal Customers
14597,11,6,2201.54,544,Loyal Customers
14006,115,7,2196.67,344,Loyal Customers
16317,119,5,2192.51,344,Loyal Customers
15934,417,2,2190.66,134,Regular
14212,89,2,2190.14,334,Regular
17822,420,5,2188.5,144,Loyal Customers
15864,22,7,2180.76,444,Loyal Customers
12856,7,6,2179.93,544,Loyal Customers
13610,12,14,2175.88,554,Loyal Customers
15649,336,4,2170.35,244,Loyal Customers
12501,336,1,2169.39,224,Regular
13888,119,7,2169.05,344,Loyal Customers
14595,19,8,2164.45,544,Loyal Customers
15944,276,4,2164.24,244,Loyal Customers
13755,3,9,2161.35,554,Loyal Customers
14407,107,6,2157.73,344,Loyal Customers
16379,4,4,2157.4,544,Loyal Customers
13643,31,10,2156.77,454,Loyal Customers
13224,60,2,2155.95,334,Regular
18009,235,8,2155.83,244,Loyal Customers
16966,8,7,2154.97,544,Loyal Customers
18116,67,13,2154.3,354,Loyal Customers
16600,4,13,2153.41,554,Loyal Customers
16275,196,3,2151.11,234,Regular
18239,218,6,2150.36,244,Loyal Customers
14216,3,5,2150.04,544,Loyal Customers
16716,266,3,2149.6800000000003,234,Regular
17272,42,4,2148.63,444,Loyal Customers
16004,474,5,2146.39,144,Loyal Customers
13152,417,7,2146.38,144,Loyal Customers
16134,21,5,2145.34,444,Loyal Customers
12576,35,8,2142.72,444,Loyal Customers
13092,70,12,2140.28,354,Loyal Customers
14499,26,7,2138.9700000000003,444,Loyal Customers
12687,480,2,2138.91,134,Regular
17029,110,7,2137.3,344,Loyal Customers
17305,648,1,2135.46,124,Regular
12560,5,3,2134.01,534,Regular
16493,79,7,2132.09,344,Loyal Customers
13517,59,3,2128.42,334,Regular
14360,31,4,2128.23,444,Loyal Customers
14634,437,4,2124.46,144,Loyal Customers
16807,142,6,2123.88,344,Loyal Customers
16996,30,9,2123.61,454,Loyal Customers
14396,65,7,2121.93,344,Loyal Customers
15456,283,10,2119.27,254,Loyal Customers
14691,30,5,2114.33,444,Loyal Customers
14399,394,8,2113.16,244,Loyal Customers
14469,416,4,2112.21,144,Loyal Customers
16201,3,5,2112.12,544,Loyal Customers
16054,145,4,2111.88,344,Loyal Customers
16934,54,6,2110.9900000000002,444,Loyal Customers
12997,22,8,2110.91,444,Loyal Customers
13265,53,5,2107.66,444,Loyal Customers
15252,36,5,2103.41,444,Loyal Customers
14276,98,7,2102.68,344,Loyal Customers
15815,63,5,2100.6,344,Loyal Customers
12975,436,6,2100.09,144,Loyal Customers
16510,372,6,2100.0,244,Loyal Customers
17159,21,5,2099.59,444,Loyal Customers
12610,22,5,2099.54,444,Loyal Customers
17742,113,11,2098.48,354,Loyal Customers
13753,287,4,2094.57,244,Loyal Customers
13591,64,7,2093.94,344,Loyal Customers
17585,109,7,2093.3,344,Loyal Customers
14723,10,11,2093.06,554,Loyal Customers
14896,204,8,2092.42,244,Loyal Customers
16794,1,15,2090.91,554,Loyal Customers
16726,26,7,2088.41,444,Loyal Customers
15151,423,2,2085.61,134,Regular
15272,57,6,2085.48,444,Loyal Customers
17705,3,11,2083.9,554,Loyal Customers
17289,31,9,2079.39,454,Loyal Customers
18026,500,2,2074.07,134,Regular
17048,117,7,2071.68,344,Loyal Customers
17126,152,9,2070.44,354,Loyal Customers
16290,464,4,2069.3,144,Loyal Customers
15164,68,9,2068.92,354,Loyal Customers
14988,211,7,2066.6,244,Loyal Customers
12586,17,4,2062.67,544,Loyal Customers
13476,178,5,2061.4700000000003,344,Loyal Customers
18258,464,6,2059.67,144,Loyal Customers
14623,32,10,2059.58,454,Loyal Customers
17633,31,7,2057.39,444,Loyal Customers
12518,0,5,2056.89,544,Loyal Customers
16891,1,11,2056.82,554,Loyal Customers
15253,16,8,2055.09,544,Loyal Customers
14188,30,6,2054.36,444,Loyal Customers
16235,40,9,2053.71,454,Loyal Customers
16176,421,4,2052.69,144,Loyal Customers
17086,7,6,2050.08,544,Loyal Customers
13874,358,7,2049.15,244,Loyal Customers
13984,26,12,2048.6,454,Loyal Customers
16027,91,15,2048.36,354,Loyal Customers
14232,42,5,2048.07,444,Loyal Customers
17666,3,5,2047.8,544,Loyal Customers
13663,179,5,2047.51,344,Loyal Customers
14000,211,5,2046.3400000000001,244,Loyal Customers
15473,14,8,2046.0,544,Loyal Customers
16960,38,8,2043.43,444,Loyal Customers
12585,234,2,2040.1,234,Regular
15506,22,6,2040.03,444,Loyal Customers
16214,170,4,2038.25,344,Loyal Customers
16331,432,6,2037.7,144,Loyal Customers
14225,434,4,2037.02,144,Loyal Customers
13705,7,7,2035.33,544,Loyal Customers
14651,67,9,2034.1200000000001,354,Loyal Customers
17846,85,1,2033.1,324,Regular
13630,5,7,2031.78,544,Loyal Customers
17337,151,4,2027.8700000000001,344,Loyal Customers
15384,169,4,2027.79,344,Loyal Customers
12873,282,3,2027.3,234,Regular
13989,65,5,2026.06,344,Loyal Customers
14631,50,6,2025.69,444,Loyal Customers
15478,40,3,2024.98,434,Regular
17227,18,12,2022.03,554,Loyal Customers
12418,112,4,2021.2,344,Loyal Customers
13696,421,3,2020.4,134,Regular
12348,75,5,2019.3999999999999,344,Loyal Customers
16197,469,9,2016.71,154,Loyal Customers
17152,194,4,2016.5,244,Loyal Customers
16529,190,4,2012.0,244,Loyal Customers
13693,374,9,2011.82,254,Loyal Customers
16332,28,11,2010.41,454,Loyal Customers
15990,44,7,2010.05,444,Loyal Customers
15531,8,2,2007.44,534,Regular
14730,1,8,2005.06,544,Loyal Customers
16698,226,2,1998.0,234,Regular
14628,91,5,1998.0,344,Loyal Customers
14152,75,7,1997.34,344,Loyal Customers
18204,71,3,1993.7,334,Regular
15481,401,1,1993.34,224,Regular
14301,117,4,1992.18,344,Loyal Customers
13889,92,6,1991.23,344,Loyal Customers
17088,28,4,1991.01,444,Loyal Customers
13208,58,9,1988.5,454,Loyal Customers
17351,36,12,1988.23,454,Loyal Customers
17797,22,8,1985.8700000000001,444,Loyal Customers
14967,49,6,1982.6100000000001,444,Loyal Customers
15192,119,5,1981.39,344,Loyal Customers
13725,49,8,1980.56,444,Loyal Customers
12582,238,4,1980.4,244,Loyal Customers
17158,32,5,1980.0,444,Loyal Customers
15030,71,8,1979.91,344,Loyal Customers
15795,149,8,1979.8700000000001,344,Loyal Customers
17966,37,10,1974.42,454,Loyal Customers
14905,157,8,1971.39,344,Loyal Customers
17997,74,8,1970.67,344,Loyal Customers
12674,38,4,1970.6,444,Loyal Customers
16032,456,6,1970.45,144,Loyal Customers
14477,19,7,1969.6,544,Loyal Customers
13838,5,10,1966.09,554,Loyal Customers
15081,22,12,1965.72,454,Loyal Customers
16233,71,9,1965.71,354,Loyal Customers
12399,119,7,1962.3,344,Loyal Customers
15789,358,6,1962.01,244,Loyal Customers
18016,32,7,1960.46,444,Loyal Customers
17039,604,1,1954.99,124,Regular
17135,16,10,1954.16,554,Loyal Customers
14794,2,10,1953.9,554,Loyal Customers
17554,1,5,1952.45,544,Loyal Customers
13761,50,6,1952.17,444,Loyal Customers
15885,92,15,1951.82,354,Loyal Customers
16993,463,2,1950.95,134,Regular
16788,123,5,1950.3,344,Loyal Customers
14014,77,3,1948.21,334,Regular
15425,400,4,1944.57,244,Loyal Customers
14332,22,5,1943.51,444,Loyal Customers
15620,56,4,1942.36,444,Loyal Customers
13276,63,5,1939.26,344,Loyal Customers
12385,379,1,1938.4,224,Regular
16619,263,4,1938.33,244,Loyal Customers
14418,3,3,1937.25,534,Regular
15605,36,9,1936.8,454,Loyal Customers
15561,11,8,1934.3899999999999,544,Loyal Customers
12528,9,6,1933.48,544,Loyal Customers
12531,14,2,1933.2,534,Regular
16859,144,7,1932.41,344,Loyal Customers
16770,57,9,1932.13,454,Loyal Customers
15803,51,4,1929.66,444,Loyal Customers
17236,12,12,1929.26,554,Loyal Customers
13029,30,5,1927.3,444,Loyal Customers
14710,14,13,1922.59,554,Loyal Customers
14492,430,7,1921.91,144,Loyal Customers
16681,72,7,1921.84,344,Loyal Customers
18220,226,6,1921.76,244,Loyal Customers
16942,12,9,1920.59,554,Loyal Customers
12644,129,4,1918.49,344,Loyal Customers
12842,70,4,1917.99,344,Loyal Customers
16650,71,7,1916.11,344,Loyal Customers
16555,35,6,1915.68,444,Loyal Customers
16692,256,4,1914.6999999999998,244,Loyal Customers
16426,2,10,1908.25,554,Loyal Customers
12947,143,6,1908.03,344,Loyal Customers
17046,157,5,1906.07,344,Loyal Customers
17350,8,7,1906.041,544,Loyal Customers
13503,71,6,1905.39,344,Loyal Customers
17235,25,8,1904.8799999999999,444,Loyal Customers
14250,7,3,1904.05,534,Regular
14127,122,6,1900.0800000000002,344,Loyal Customers
16049,40,6,1899.68,444,Loyal Customers
12762,7,2,1898.52,534,Regular
14389,65,5,1898.01,344,Loyal Customers
14224,110,9,1897.9,354,Loyal Customers
14741,11,7,1897.5900000000001,544,Loyal Customers
17560,94,8,1895.8,344,Loyal Customers
14327,163,6,1894.93,344,Loyal Customers
17609,40,11,1894.34,454,Loyal Customers
15248,411,3,1893.93,134,Regular
15678,52,3,1893.89,434,Regular
16631,481,7,1892.52,144,Loyal Customers
15381,213,5,1890.57,244,Loyal Customers
17341,156,5,1889.83,344,Loyal Customers
17259,148,6,1889.34,344,Loyal Customers
14912,16,6,1889.25,544,Loyal Customers
13884,7,10,1888.48,554,Loyal Customers
16172,95,8,1884.55,344,Loyal Customers
14130,319,4,1882.67,244,Loyal Customers
16725,302,14,1882.1100000000001,254,Loyal Customers
14403,130,6,1880.51,344,Loyal Customers
16660,16,7,1879.55,544,Loyal Customers
18151,134,6,1879.44,344,Loyal Customers
15197,10,6,1877.51,544,Loyal Customers
13946,79,6,1876.23,344,Loyal Customers
13168,36,5,1875.31,444,Loyal Customers
12494,15,9,1872.8700000000001,554,Loyal Customers
16474,7,7,1871.5,544,Loyal Customers
14887,79,1,1862.0,324,Regular
14305,71,3,1858.96,334,Regular
17974,24,6,1858.06,444,Loyal Customers
16917,276,2,1857.83,234,Regular
16043,37,8,1856.5900000000001,444,Loyal Customers
12383,184,5,1850.56,344,Loyal Customers
12381,4,5,1845.31,544,Loyal Customers
12507,134,4,1844.06,344,Loyal Customers
18180,4,6,1843.75,544,Loyal Customers
12694,70,3,1843.35,334,Regular
12950,2,3,1843.0,534,Regular
15201,87,7,1842.95,344,Loyal Customers
17015,28,3,1842.56,434,Regular
16102,42,3,1842.14,434,Regular
14553,19,9,1841.54,554,Loyal Customers
16880,30,8,1840.86,444,Loyal Customers
14715,24,8,1840.45,444,Loyal Customers
17919,88,2,1840.32,334,Regular
15822,3,6,1840.06,544,Loyal Customers
14870,261,6,1838.95,244,Loyal Customers
13924,1,6,1838.8500000000001,544,Loyal Customers
16175,94,7,1836.44,344,Loyal Customers
16205,30,7,1830.61,444,Loyal Customers
15402,148,6,1830.54,344,Loyal Customers
16152,268,1,1829.04,224,Regular
15339,66,7,1827.84,344,Loyal Customers
16797,393,5,1827.77,244,Loyal Customers
16825,38,5,1826.89,444,Loyal Customers
18122,8,6,1826.21,544,Loyal Customers
17244,53,5,1826.04,444,Loyal Customers
17642,119,5,1824.49,344,Loyal Customers
16169,8,4,1822.97,544,Loyal Customers
14738,42,9,1821.9,454,Loyal Customers
13561,215,11,1820.72,254,Loyal Customers
17888,21,25,1820.44,454,Loyal Customers
17828,22,4,1820.09,444,Loyal Customers
16110,45,4,1819.27,444,Loyal Customers
16511,21,6,1819.02,444,Loyal Customers
15807,50,5,1817.52,444,Loyal Customers
15736,435,2,1815.72,134,Regular
16634,222,6,1814.61,244,Loyal Customers
15530,21,5,1813.72,444,Loyal Customers
14704,11,11,1813.57,554,Loyal Customers
14915,91,11,1811.25,354,Loyal Customers
15972,456,5,1810.27,144,Loyal Customers
16595,61,5,1810.18,344,Loyal Customers
14893,9,3,1809.6100000000001,534,Regular
15133,127,5,1806.9,344,Loyal Customers
15889,156,8,1806.28,344,Loyal Customers
18096,11,6,1805.28,544,Loyal Customers
12784,9,3,1804.75,534,Regular
18161,15,6,1803.1000000000001,544,Loyal Customers
16249,52,5,1800.07,444,Loyal Customers
15452,29,6,1799.1100000000001,444,Loyal Customers
16348,32,8,1798.22,444,Loyal Customers
17750,5,9,1797.57,554,Loyal Customers
18235,71,3,1796.48,334,Regular
18236,29,12,1795.3500000000001,454,Loyal Customers
17165,284,6,1794.32,244,Loyal Customers
14850,311,7,1794.01,244,Loyal Customers
13782,12,13,1793.72,554,Loyal Customers
17603,78,4,1793.48,344,Loyal Customers
13711,218,9,1792.26,254,Loyal Customers
13375,88,2,1792.23,334,Regular
12369,413,3,1791.15,134,Regular
15608,28,5,1785.98,444,Loyal Customers
16611,186,6,1785.13,344,Loyal Customers
15128,60,5,1783.68,344,Loyal Customers
14583,5,8,1781.03,544,Loyal Customers
16380,61,1,1780.59,324,Regular
18214,530,4,1780.34,144,Loyal Customers
15220,51,6,1778.96,444,Loyal Customers
12458,71,4,1777.49,344,Loyal Customers
12908,176,5,1776.0,344,Loyal Customers
12778,19,9,1775.68,554,Loyal Customers
13920,431,4,1774.68,144,Loyal Customers
16124,317,4,1772.49,244,Loyal Customers
15594,15,5,1771.78,544,Loyal Customers
16374,66,5,1771.45,344,Loyal Customers
17813,14,5,1770.8799999999999,544,Loyal Customers
14387,32,3,1770.56,434,Regular
14933,443,4,1770.0,144,Loyal Customers
13456,17,6,1766.72,544,Loyal Customers
16751,30,1,1764.72,424,Regular
13648,400,8,1764.02,244,Loyal Customers
13717,32,8,1763.3,444,Loyal Customers
15777,241,7,1762.61,244,Loyal Customers
16620,3,6,1758.93,544,Loyal Customers
14522,24,8,1758.6200000000001,444,Loyal Customers
16266,73,14,1757.95,354,Loyal Customers
12809,177,3,1755.94,334,Regular
17432,18,9,1751.39,554,Loyal Customers
13155,33,6,1750.18,444,Loyal Customers
16639,31,4,1747.98,444,Loyal Customers
14584,169,8,1747.91,344,Loyal Customers
13808,5,5,1747.66,544,Loyal Customers
15976,165,6,1746.6399999999999,344,Loyal Customers
17695,131,5,1746.04,344,Loyal Customers
14692,137,12,1745.09,354,Loyal Customers
14236,80,5,1744.64,344,Loyal Customers
17190,58,7,1743.04,444,Loyal Customers
12425,78,2,1741.41,334,Regular
17321,8,6,1741.18,544,Loyal Customers
16087,389,5,1739.92,244,Loyal Customers
13531,205,6,1738.52,244,Loyal Customers
13240,96,8,1738.52,344,Loyal Customers
14075,4,6,1734.87,544,Loyal Customers
17268,107,11,1733.8899999999999,354,Loyal Customers
13026,1,9,1733.08,554,Loyal Customers
14400,149,3,1732.47,334,Regular
16809,23,9,1727.43,454,Loyal Customers
15730,65,5,1726.58,344,Loyal Customers
14304,222,3,1725.01,234,Regular
16010,245,11,1724.06,254,Loyal Customers
13363,17,3,1723.86,534,Regular
17451,1,7,1721.4,544,Loyal Customers
16899,7,8,1721.02,544,Loyal Customers
16119,8,8,1720.8100000000002,544,Loyal Customers
15267,22,5,1717.36,444,Loyal Customers
14021,155,7,1716.58,344,Loyal Customers
17162,28,10,1715.46,454,Loyal Customers
14987,15,8,1713.85,544,Loyal Customers
14447,18,6,1711.73,544,Loyal Customers
13665,386,3,1711.6599999999999,234,Regular
16654,141,8,1711.47,344,Loyal Customers
12405,148,1,1710.39,324,Regular
15551,36,7,1710.08,444,Loyal Customers
13104,3,9,1709.1,554,Loyal Customers
17731,79,6,1708.99,344,Loyal Customers
15607,336,9,1708.97,254,Loyal Customers
15947,82,1,1708.24,324,Regular
13566,40,5,1708.1200000000001,444,Loyal Customers
12407,49,5,1708.12,444,Loyal Customers
16768,47,9,1708.12,454,Loyal Customers
16907,29,9,1707.9,454,Loyal Customers
16902,116,1,1706.88,324,Regular
13309,7,6,1706.37,544,Loyal Customers
16398,154,2,1705.8,334,Regular
14859,12,5,1705.64,544,Loyal Customers
17571,50,5,1703.75,444,Loyal Customers
16329,427,4,1703.07,144,Loyal Customers
12693,127,7,1703.02,344,Loyal Customers
15911,623,8,1702.34,144,Loyal Customers
13184,14,10,1701.29,554,Loyal Customers
15326,333,5,1700.52,244,Loyal Customers
12932,539,8,1698.56,144,Loyal Customers
17694,141,3,1695.97,334,Regular
12764,316,1,1693.88,224,Regular
14245,219,2,1693.45,234,Regular
16813,8,10,1692.98,554,Loyal Customers
14829,29,7,1692.84,444,Loyal Customers
14078,101,9,1692.6299999999999,354,Loyal Customers
16671,28,3,1692.27,434,Regular
13294,189,3,1689.53,234,Regular
12813,501,3,1687.8,134,Regular
12933,24,8,1687.03,444,Loyal Customers
15996,88,7,1686.9,344,Loyal Customers
17041,26,6,1686.28,444,Loyal Customers
12775,17,7,1686.12,544,Loyal Customers
13516,21,4,1685.26,444,Loyal Customers
15987,12,8,1682.13,544,Loyal Customers
15732,212,10,1682.07,254,Loyal Customers
13064,12,6,1680.74,544,Loyal Customers
12911,551,1,1680.47,124,Regular
14643,170,5,1679.89,344,Loyal Customers
13800,309,3,1679.56,234,Regular
13649,256,6,1678.88,244,Loyal Customers
12870,375,3,1676.95,234,Regular
14831,680,3,1676.57,134,Regular
13149,14,4,1676.06,544,Loyal Customers
17656,73,5,1674.69,344,Loyal Customers
